location_id,city_name,state_name,state_code,country,region,mesoregion,latitude,longitude,altitude_m,population_class
santa_terezinha,Santa Terezinha,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.7813,-50.009,0,small
santa_terezinha_do_progresso,Santa Terezinha do Progresso,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.6197,-53.1987,0,small
santiago_do_sul,Santiago do Sul,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.6346,-52.6753,0,small
santo_amaro_da_imperatriz,Santo Amaro da Imperatriz,Santa Catarina,SC,Brasil,Sul,Grande Florianópolis,-27.6865,-48.7769,0,small
sao_bernardino,São Bernardino,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.4713,-52.9659,0,small
sao_bento_do_sul,São Bento do Sul,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.2484,-49.3821,0,small
sao_bonifacio,São Bonifácio,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.9009,-48.9326,0,small
sao_carlos,São Carlos,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.0819,-53.0051,0,small
sao_cristovao_do_sul,São Cristóvão do Sul,Santa Catarina,SC,Brasil,Sul,Serrana,-27.267,-50.441,0,small
sao_domingos,São Domingos,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.5593,-52.5312,0,small
sao_francisco_do_sul,São Francisco do Sul,Santa Catarina,SC,Brasil,Sul,Norte Catarinense,-26.2495,-48.6308,0,small
sao_joao_do_oeste,São João do Oeste,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.0981,-53.5932,0,small
sao_joao_batista,São João Batista,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-27.2775,-48.8496,0,small
sao_joao_do_itaperiu,São João do Itaperiú,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-26.6186,-48.767,0,small
sao_joao_do_sul,São João do Sul,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-29.2247,-49.8082,0,small
sao_joaquim,São Joaquim,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-28.2925,-49.9353,0,small
sao_jose,São José,Santa Catarina,SC,Brasil,Sul,Grande Florianópolis,-27.6158,-48.6276,0,small
sao_jose_do_cedro,São José do Cedro,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.4556,-53.4955,0,small
sao_jose_do_cerrito,São José do Cerrito,Santa Catarina,SC,Brasil,Sul,Serrana,-27.6627,-50.5792,0,small
sao_lourenco_do_oeste,São Lourenço do Oeste,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.3557,-52.8498,0,small
sao_ludgero,São Ludgero,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.3244,-49.1748,0,small
sao_martinho,São Martinho,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.165,-48.9793,0,small
sao_miguel_da_boa_vista,São Miguel da Boa Vista,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.6911,-53.2523,0,small
sao_miguel_do_oeste,São Miguel do Oeste,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.7279,-53.5177,0,small
sao_pedro_de_alcantara,São Pedro de Alcântara,Santa Catarina,SC,Brasil,Sul,Grande Florianópolis,-27.5677,-48.8048,0,small
saudades,Saudades,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.9262,-53.0047,0,small
schroeder,Schroeder,Santa Catarina,SC,Brasil,Sul,Norte Catarinense,-26.4116,-49.074,0,small
seara,Seara,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.1529,-52.3097,0,small
serra_alta,Serra Alta,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.7291,-53.0441,0,small
sideropolis,Siderópolis,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.5976,-49.425,0,small
sombrio,Sombrio,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-29.108,-49.6328,0,small
sul_brasil,Sul Brasil,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-26.7379,-52.965,0,small
taio,Taió,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-27.1168,-50.0002,0,small
tangara,Tangará,Santa Catarina,SC,Brasil,Sul,Serrana,-27.0998,-51.2477,0,small
tigrinhos,Tigrinhos,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.6869,-53.157,0,small
tijucas,Tijucas,Santa Catarina,SC,Brasil,Sul,Grande Florianópolis,-27.2394,-48.6354,0,small
timbe_do_sul,Timbé do Sul,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.8318,-49.8466,0,small
timbo,Timbó,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-26.8283,-49.2706,0,small
timbo_grande,Timbó Grande,Santa Catarina,SC,Brasil,Sul,Norte Catarinense,-26.6171,-50.6743,0,small
tres_barras,Três Barras,Santa Catarina,SC,Brasil,Sul,Norte Catarinense,-26.1056,-50.3197,0,small
treviso,Treviso,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.5154,-49.4582,0,small
treze_de_maio,Treze de Maio,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.5574,-49.1448,0,small
treze_tilias,Treze Tílias,Santa Catarina,SC,Brasil,Sul,Serrana,-26.9997,-51.4073,0,small
trombudo_central,Trombudo Central,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-27.3041,-49.7932,0,small
tubarao,Tubarão,Santa Catarina,SC,Brasil,Sul,Grande Florianópolis,-28.4715,-49.0141,0,small
tunapolis,Tunápolis,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.9707,-53.6382,0,small
turvo,Turvo,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.9277,-49.6792,0,small
uniao_do_oeste,União do Oeste,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.7642,-52.8516,0,small
urubici,Urubici,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-28.0157,-49.5925,0,small
urupema,Urupema,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.9558,-49.876,0,small
urussanga,Urussanga,Santa Catarina,SC,Brasil,Sul,Sul Catarinense,-28.4917,-49.3537,0,small
vargeao,Vargeão,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.8613,-52.1545,0,small
vargem,Vargem,Santa Catarina,SC,Brasil,Sul,Serrana,-27.491,-50.9781,0,small
vargem_bonita,Vargem Bonita,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.0055,-51.7402,0,small
vidal_ramos,Vidal Ramos,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-27.3909,-49.3616,0,small
videira,Videira,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.0054,-51.1534,0,small
vitor_meireles,Vitor Meireles,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-26.8797,-49.8332,0,small
witmarsum,Witmarsum,Santa Catarina,SC,Brasil,Sul,Vale do Itajaí,-26.9275,-49.7947,0,small
xanxere,Xanxerê,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.8749,-52.4036,0,small
xavantina,Xavantina,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-27.0702,-52.3431,0,small
xaxim,Xaxim,Santa Catarina,SC,Brasil,Sul,Oeste Catarinense,-26.9605,-52.5336,0,small
zortea,Zortéa,Santa Catarina,SC,Brasil,Sul,Serrana,-27.4535,-51.5536,0,small
balneario_rincao,Balneário Rincão,Santa Catarina,SC,Brasil,Sul,Grande Florianópolis,-28.8236,-49.2242,0,small
